year,journal,doi,title,affiliation_cntr,studysite,appl_domaine,application,platform,sensor_type,m_misc,m_ge,m_wv,m_wv1,m_vw2,m_vw3,m_vw4,m_landsat5,m_landsat7,m_landsat8,m_modis,m_aster,m_jl1,m_gf1,m_gf2,m_s2,m_quickbird,m_spot5,m_spot6,m_rapideye,m_ikonos,m_zy3,m_ps_dove,m_pleiades,m_geoeye1,m_superview,m_terrasarx,m_s1,m_gf3,m_tandemx,m_radarsat1,m_radarsat2,m_alospalsar,m_ers2,m_envisat_asar,task,arch_group,architecture,arch_family,conv_backbone,backbone_family,dl_framework,keras_backend,ds_custom,ds_misc,ds_isprs_potsdam,ds_isprs_vaihingen,ds_ieee_zeebruges,ds_lcz42,ds_hrsc2016,ds_munich3k,ds_busy_parking_lot,ds_aeriallanes18,ds_vedai,ds_dg_roads,ds_ma_roads,ds_ma_building,ds_cheng_roads,ds_dota,ds_nwpuvhr10,ds_nwpuresisc45,ds_zhang_aircraft,ds_sn_building,ds_gid,ds_inria,ds_whubuilding_aer,ds_whu_building_sat,ds_whu_rsone,ds_ucas_aod,ds_ssdd,ds_opensarship,ds_soris,ds_oirds,ds_airuvsar,ds_rsod,ds_eurosat,ds_deepsat,ds_roadtracer
2018,MDPI Remote Sensing,10.3390/rs10111746,   A Two-Branch CNN Architecture for Land Cover Classification of PAN and MS Imagery,France,France,general LCLU,general LCLU,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,VGG,Vintage,VGG,Vintage,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10122053,   A Deep Convolution Neural Network Method for Land Cover Mapping: A Case Study of Qinhuangdao China,China,China,general LCLU,general LCLU,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10121984,   A Novel Deep Fully Convolutional Network for PolSAR Image Classification,China,Multilocal,general LCLU,general LCLU,Aircraft,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,FCN,FCN,VGG,Vintage,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10071119,   Very Deep Convolutional Neural Networks for Complex Land Cover Mapping Using Multispectral Remote Sensing Imagery,Canada,Canada,general LCLU,wetlands,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,InceptionResNet-V2,ResNet,Inception-ResNet-V2,ResNet,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10101626,   Towards Operational Satellite-Based Damage-Mapping Using U-Net Convolutional Network: A Case Study of 2011 Tohoku Earthquake-Tsunami,Japan,Japan,natural hazards,damage assessment,Satellite,Multispectral,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet,ResNet,CNTK,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10111690,   Deep Learning with Unsupervised Data Labeling for Weed Detection in Line Crops in UAV Images,France,Not specified,natural vegetation,shrubs,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,ResNet-18,ResNet,ResNet-18,ResNet,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10010144,   Building Extraction in Very High Resolution Remote Sensing Imagery Using Deep Learning and Guided Filters,China,Germany,settlement,building foortprint,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet,ResNet,Keras,TensorFlow,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10111768,   Building Extraction in Very High Resolution Imagery by Dense-Attention Networks,China,Germany,settlement,building foortprint,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,DenseNet,ResNet,TensorFlow,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10071135,   Improved Fully Convolutional Network with Conditional Random Fields for Building Extraction,Portugal,USA,settlement,building foortprint,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,FCN,FCN,VGG-16,Vintage,TensorFlow,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10091350,   A Multiple-Feature Reuse Network to Extract Buildings from Remote Sensing Imagery,China,USA,settlement,building foortprint,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,DenseNet,ResNet,Keras,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs11010020,   Dense Semantic Labeling with Atrous Spatial Pyramid Pooling and Decoder for High-Resolution Remote Sensing Imagery,China,Germany,settlement,urban VHR feature extraction,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,DeepLab-V3+,DeepLab,ResNet-101,ResNet,TensorFlow,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10050743,   Semantic Labeling of High Resolution Aerial Imagery and LiDAR Data with Fine Segmentation Network,China,Germany,settlement,urban VHR feature extraction,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,FCN,FCN,VGG-16,Vintage,NA,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10091339,   ERN: Edge Loss Reinforced Semantic Segmentation Network for Remote Sensing Images,China,Multilocal,settlement,urban VHR feature extraction,Aircraft + UAV,Optical + Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,FCN,FCN,Inception-ResNet-V2,ResNet,Caffe,NA,1,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10091461,   Road Extraction from High-Resolution Remote Sensing Imagery Using Deep Learning,China,USA,transportation,road network,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,DenseNet,ResNet,TensorFlow,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs11010011,   Large-Scale Oil Palm Tree Detection from High-Resolution Satellite Images Using Two-Stage Convolutional Neural Networks,China,Malaysia,agriculture,oil palm,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,patch based,AlexNet,Vintage,AlexNet,Vintage,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10121886,   Opium Poppy Detection Using Deep Learning,China,Laos,agriculture,single crop plant,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,VGG-16,Vintage,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10091487,   Deep Convolutional Neural Networks for Automated Characterization of Arctic Ice-Wedge Polygons in Very High Spatial Resolution Aerial Imagery,USA,USA,cryosphere,permafrost,Aircraft,Multispectral + LiDAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Mask R-CNN,R-CNN,ResNet-101,ResNet,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10010131,   Geospatial Object Detection in High Resolution Satellite Images Based on Multi-Scale Convolutional Neural Network,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,VGG,Vintage,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10060820,   Geospatial Object Detection in Remote Sensing Imagery Based on Multiscale Single-Shot Detector with Activated Semantics,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,VGG-16,Vintage,Caffe,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10091470,   Deformable Faster R-CNN with Aggregating Multi-Layer Features for Partially Occluded Object Detection in Optical Remote Sensing Images,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,ResNet-50,ResNet,Caffe,NA,NA,HRRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10121990,   MsRi-CCF: Multi-Scale and Rotation-Insensitive Convolutional Channel Features for Geospatial Object Detection,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,custom,custom,VGG-16,Vintage,TensorFlow,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10030443,   Fast Automatic Airport Detection in Remote Sensing Images Using Convolutional Neural Networks,China,Global,transportation,airport,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,VGG-16,Vintage,Caffe,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10010124,   A CNN-Based Method of Vehicle Detection from Aerial Images Using Hard Example Mining,Japan,USA,transportation,car,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,custom,custom,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10020243,   An Aircraft Detection Framework Based on Reinforcement Learning and Convolutional Neural Networks in Remote Sensing Images,China,Multilocal,transportation,aircrafts,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,custom,custom,VGG,Vintage,Keras,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10010139,   End-to-End Airplane Detection Using Transfer Learning in Remote Sensing Images,China,Multilocal,transportation,aircrafts,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,VGG-16,Vintage,Caffe,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10071016,   A Component-Based Multi-Layer Parallel Network for Airplane Detection in SAR Imagery,China,USA,transportation,aircrafts,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,YOLO,YOLO,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10121922,   A Ship Rotation Detection Model in Remote Sensing Images Based on Feature Fusion Pyramid Network and Deep Reinforcement Learning,China,Global,transportation,ship,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,ResNet-50,ResNet,Keras,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Remote Sensing,10.3390/rs10122043,   Ship Classification and Detection Based on CNN Using GF-3 SAR Images,China,Multilocal,transportation,ship,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,VGG-16,Vintage,Caffe,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Sensors,10.3390/s18072113,   A Semantic Labeling Approach for Accurate Weed Mapping of High Resolution UAV Imagery,China,China,agriculture,rice,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Naive-decoder,DeepLab-V2,DeepLab,ResNet-101,ResNet,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Sensors,10.3390/s18113717,   Urban Land Use and Land Cover Classification Using Novel Deep Learning Models Based on High Spatial Resolution Satellite Imagery,China,China,general LCLU,built-up areas,Satellite,Multispectral,,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet,ResNet,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Sensors,10.3390/s18113921,   A Deep Learning Approach on Building Detection from Unmanned Aerial Vehicle-Based Images in Riverbank Monitoring,China,China,settlement,building foortprint,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,SegNet,SegNet,custom,custom,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Sensors,10.3390/s18103341,   Object Detection in Very High-Resolution Aerial Images Using One-Stage Densely Connected Feature Pyramid Network,South Korea,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,ResNet-101,ResNet,Keras,TensorFlow,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Sensors,10.3390/s18082702,   Multiscale Rotated Bounding Box-Based Deep Learning Method for Detecting Ship Targets in Remote Sensing Images,China,Multilocal,transportation,ship,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,VGG-16,Vintage,Caffe,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MDPI Sensors,10.3390/s18092851,   Simultaneous Ship Detection and Orientation Estimation in SAR Images Based on Attention Module and Angle Regression,China,Multilocal,transportation,ship,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,OD,One stage detector,SSD,SSD,VGG-16,Vintage,Caffe,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2018,Remote Sensing of the Environment,10.1016/j.rse.2018.06.034,   An object-based convolutional neural network (OCNN) for urban land use classification,UK,UK,general LCLU,built-up areas,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,AlexNet,Vintage,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Remote Sensing of the Environment,10.1016/j.rse.2018.04.050,   Urban land-use mapping using a deep convolutional neural network with high spatial resolution multispectral remote sensing imagery,Hong Kong,China,general LCLU,built-up areas,Satellite,Multispectral,,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,AlexNet,Vintage,Caffe,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Remote Sensing of the Environment,10.1016/j.rse.2018.06.028,   Detecting mammals in UAV images: Best practices to address a substantially imbalanced dataset with deep learning,Netherlands,Namibia,other,wildlife,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,patch based,custom,custom,ResNet-18,ResNet,Pytorch,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,SPIE Journal of Applied Remote Sensing,10.1117/1.JRS.12.042804,   Segmentation model based on convolutional neural networks for extracting vegetation from Gaofen-2 images,China,China,general LCLU,general LCLU,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,SPIE Journal of Applied Remote Sensing,10.1117/1.JRS.12.046018,   Fusion of deep learning with adaptive bilateral filter for building outline extraction from remote sensing imagery,Iran,Multilocal,settlement,building foortprint,Aircraft + Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,SegNet,SegNet,custom,custom,Matlab,NA,1,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
